region;price;year;manufacturer;model;condition;cylinders;fuel;transmission;type;paint_color;state
anchorage / mat-su;12400;2015;toyota;corolla;excellent;4 cylinders;gas;automatic;sedan;white;ak
tucson;12399;2007;lexus;rx 350;excellent;6 cylinders;gas;automatic;SUV;blue;az
bakersfield;12399;2016;mini;cooper countryman;excellent;4 cylinders;gas;automatic;hatchback;blue;ca
show low;12315;2018;chevrolet;sonic;excellent;4 cylinders;gas;automatic;sedan;silver;az
mobile;12300;2013;chevrolet;silverado;excellent;8 cylinders;gas;automatic;pickup;white;al
anchorage / mat-su;12300;2011;nissan;xterra 4x4;excellent;6 cylinders;gas;automatic;SUV;grey;ak
anchorage / mat-su;12300;2011;nissan;xterra;excellent;6 cylinders;gas;automatic;SUV;black;ak
phoenix;12300;2012;toyota;tundra;good;8 cylinders;gas;automatic;truck;black;az
fayetteville;12300;2011;audi;s5 premium plus quattro;excellent;8 cylinders;gas;automatic;coupe;grey;ar
inland empire;12300;2015;nissan;murano;good;6 cylinders;gas;automatic;SUV;silver;ca
inland empire;12300;2017;toyota;yaris ia;excellent;4 cylinders;gas;automatic;sedan;silver;ca
tucson;12299;2014;toyota;corolla;excellent;4 cylinders;gas;automatic;sedan;white;az
bakersfield;12208;2012;honda;accord sdn;excellent;4 cylinders;gas;automatic;sedan;grey;ca
fresno / madera;12208;2012;honda;accord sdn;excellent;4 cylinders;gas;automatic;sedan;grey;ca
fresno / madera;12200;2011;buick;lacrosse cxl sedan;excellent;6 cylinders;gas;automatic;sedan;white;ca
fresno / madera;12200;2011;buick;lacrosse cxl;good;6 cylinders;gas;automatic;sedan;white;ca
fresno / madera;12200;2011;buick;lacrosse cxl sedan;excellent;6 cylinders;gas;automatic;sedan;white;ca
fresno / madera;12200;2011;buick;lacrosse cxl sedan;excellent;6 cylinders;gas;automatic;sedan;white;ca
phoenix;12100;2004;ford;super duty f-450 drw;excellent;8 cylinders;diesel;automatic;pickup;white;az
humboldt county;12100;2017;nissan;sentra;excellent;4 cylinders;gas;automatic;sedan;white;ca
florence / muscle shoals;12000;1998;ford;f800;good;6 cylinders;diesel;automatic;truck;white;al
mobile;12000;2011;chevrolet;tahoe;good;8 cylinders;gas;automatic;SUV;brown;al
anchorage / mat-su;12000;1955;chrysler;windsor deluxe;excellent;8 cylinders;gas;automatic;coupe;red;ak
anchorage / mat-su;12000;2013;buick;lacrosse;excellent;4 cylinders;gas;automatic;sedan;silver;ak
anchorage / mat-su;12000;2010;chevrolet;silverado;excellent;8 cylinders;gas;automatic;truck;custom;ak
anchorage / mat-su;12000;2016;volvo;s60 t5 premier;good;5 cylinders;gas;automatic;sedan;black;ak
anchorage / mat-su;12000;1981;pontiac;firebird;good;8 cylinders;gas;automatic;coupe;red;ak
flagstaff / sedona;12000;2002;jeep;wrangler;excellent;6 cylinders;gas;manual;offroad;red;az
flagstaff / sedona;12000;2002;jeep;wrangler 4x4;good;5 cylinders;gas;manual;offroad;red;az
mohave county;12000;1991;chevrolet;silverado blazer;excellent;8 cylinders;gas;automatic;truck;red;az
mohave county;12000;2013;toyota;prius c;excellent;4 cylinders;hybrid;automatic;hatchback;red;az
mohave county;12000;1995;chevrolet;corvette;excellent;8 cylinders;gas;automatic;coupe;white;az
mohave county;12000;1999;gmc;suburban 2500;excellent;8 cylinders;diesel;automatic;SUV;black;az
phoenix;12000;2002;ford;thunderbird;excellent;8 cylinders;gas;automatic;convertible;blue;az
phoenix;12000;2012;ford;f150 fx2;good;6 cylinders;gas;automatic;truck;blue;az
phoenix;12000;2004;toyota;tacoma;good;4 cylinders;gas;automatic;pickup;silver;az
prescott;12000;1973;chevrolet;el camino;excellent;8 cylinders;gas;automatic;pickup;brown;az
prescott;12000;1970;ford;maverick;excellent;8 cylinders;gas;automatic;coupe;red;az
tucson;12000;2000;toyota;tundra;excellent;8 cylinders;gas;automatic;truck;white;az
tucson;12000;2005;ford;f350 crew cab;like new;8 cylinders;diesel;automatic;truck;brown;az
fort smith;12000;1965;cadillac;coupe deville;excellent;8 cylinders;gas;automatic;sedan;white;ar
bakersfield;12000;2000;ford;f250 super duty;good;8 cylinders;diesel;automatic;truck;white;ca
chico;12000;2009;chevrolet;silverado;good;8 cylinders;gas;automatic;truck;white;ca
chico;12000;2014;chrysler;town & country;excellent;6 cylinders;gas;automatic;mini-van;blue;ca
fresno / madera;12000;2011;buick;lacrosse;like new;6 cylinders;gas;automatic;sedan;white;ca
fresno / madera;12000;2015;honda;accord;excellent;4 cylinders;gas;manual;sedan;black;ca
fresno / madera;12000;2009;bmw;335i;excellent;6 cylinders;gas;automatic;convertible;silver;ca
fresno / madera;12000;1996;ram;2500;good;6 cylinders;diesel;automatic;pickup;green;ca
fresno / madera;12000;2016;mazda;3;good;4 cylinders;gas;automatic;sedan;silver;ca
fresno / madera;12000;2014;ford;fusion hybrid;salvage;4 cylinders;hybrid;automatic;sedan;silver;ca
gold country;12000;1991;jeep;wrangler;excellent;6 cylinders;gas;manual;SUV;grey;ca
gold country;12000;2006;ford;f250 super duty 4x4;good;8 cylinders;diesel;automatic;pickup;green;ca
gold country;12000;2010;acura;mdx;excellent;6 cylinders;gas;automatic;SUV;grey;ca
gold country;12000;1994;ford;bronco;good;8 cylinders;gas;automatic;truck;blue;ca
gold country;12000;2003;ford;f-150;excellent;8 cylinders;gas;automatic;truck;white;ca
inland empire;12000;2003;chevrolet;silverado 2500hd;excellent;8 cylinders;gas;automatic;truck;white;ca
inland empire;12000;1995;chevrolet;corvette;excellent;8 cylinders;gas;automatic;coupe;white;ca
inland empire;12000;2014;ram;1500;excellent;8 cylinders;gas;automatic;pickup;white;ca
los angeles;12000;2000;bmw;z3 m roadster;good;6 cylinders;gas;manual;coupe;silver;ca
los angeles;12000;1984;porsche;944;good;4 cylinders;gas;manual;other;white;ca
los angeles;12000;2008;gmc;sierra 1500;good;8 cylinders;gas;automatic;truck;black;ca
los angeles;12000;2006;jaguar;s type r;excellent;8 cylinders;gas;automatic;sedan;red;ca
los angeles;12000;2005;ford;excursion xlt;excellent;8 cylinders;gas;automatic;SUV;white;ca
los angeles;12000;2000;ford;mustang;excellent;8 cylinders;gas;manual;coupe;black;ca
birmingham;11999;2013;audi;a4 2.0t premium plus;like new;4 cylinders;gas;automatic;sedan;blue;al
anchorage / mat-su;11999;2008;ford;escape limited;excellent;6 cylinders;gas;automatic;SUV;red;ak
anchorage / mat-su;11999;2010;volkswagen;gti;excellent;4 cylinders;gas;automatic;hatchback;grey;ak
anchorage / mat-su;11999;2015;fiat;500l pop hatchback;excellent;4 cylinders;gas;automatic;hatchback;white;ak
phoenix;11999;2016;kia;forte 4dr sdn lx;good;4 cylinders;gas;automatic;sedan;black;az
phoenix;11999;2007;toyota;tundra 4x4;excellent;8 cylinders;gas;automatic;truck;white;az
phoenix;11999;2007;toyota;tundra 4x4;excellent;8 cylinders;gas;automatic;truck;white;az
tucson;11999;2014;dodge;challenger;good;6 cylinders;gas;automatic;coupe;grey;az
tucson;11999;2007;gmc;yukon;good;8 cylinders;gas;automatic;SUV;custom;az
tucson;11999;2005;ram;1500;good;8 cylinders;gas;automatic;truck;custom;az
tucson;11999;2014;kia;sorento;good;6 cylinders;gas;automatic;SUV;custom;az
fayetteville;11999;2018;chevrolet;malibu;like new;4 cylinders;gas;automatic;sedan;silver;ar
fresno / madera;11999;2007;subaru;outback;like new;4 cylinders;gas;automatic;wagon;white;ca
fresno / madera;11999;2012;infiniti;g25;excellent;6 cylinders;gas;automatic;sedan;white;ca
fresno / madera;11999;2003;chevrolet;avalanche;excellent;8 cylinders;gas;automatic;pickup;blue;ca
inland empire;11999;2015;ford;f350 dually;excellent;8 cylinders;gas;automatic;truck;white;ca
los angeles;11999;2005;lexus;lx 470;excellent;8 cylinders;gas;automatic;offroad;grey;ca
los angeles;11999;1996;chevrolet;corvette;good;8 cylinders;gas;automatic;coupe;white;ca
huntsville / decatur;11995;2012;honda;cr-v ex;excellent;4 cylinders;gas;automatic;SUV;blue;al
anchorage / mat-su;11995;1998;gmc;sierra 2500hd sle;good;8 cylinders;gas;automatic;truck;green;ak
anchorage / mat-su;11995;2016;honda;civic lx;good;4 cylinders;gas;automatic;sedan;grey;ak
anchorage / mat-su;11995;2016;honda;civic lx;good;4 cylinders;gas;automatic;sedan;grey;ak
phoenix;11995;2016;kia;sedona;excellent;6 cylinders;gas;automatic;mini-van;grey;az
phoenix;11995;2004;ford;f350;good;8 cylinders;gas;automatic;truck;white;az
prescott;11995;2013;chrysler;300c;good;6 cylinders;gas;automatic;sedan;white;az
sierra vista;11995;2006;lexus;rx 330;good;6 cylinders;gas;automatic;other;silver;az
tucson;11995;2017;kia;forte;excellent;4 cylinders;gas;automatic;sedan;silver;az
tucson;11995;2016;ford;focus;excellent;4 cylinders;gas;automatic;sedan;black;az
tucson;11995;2004;ford;f350;good;8 cylinders;gas;automatic;truck;white;az
tucson;11995;2015;nissan;rogue select;excellent;4 cylinders;gas;automatic;SUV;grey;az
tucson;11995;2017;nissan;altima;excellent;4 cylinders;gas;automatic;sedan;grey;az
tucson;11995;2016;jeep;patriot;excellent;4 cylinders;gas;automatic;SUV;grey;az
tucson;11995;2010;volvo;xc 60;excellent;6 cylinders;gas;automatic;SUV;white;az
tucson;11995;2017;nissan;versa;excellent;4 cylinders;gas;automatic;sedan;white;az
tucson;11995;2013;mazda;3;excellent;4 cylinders;gas;automatic;sedan;red;az
tucson;11995;2016;ford;escape;excellent;4 cylinders;gas;automatic;SUV;white;az
tucson;11995;2017;nissan;sentra;excellent;4 cylinders;gas;automatic;sedan;silver;az
tucson;11995;2015;buick;verano;excellent;4 cylinders;gas;automatic;sedan;red;az
fayetteville;11995;2014;nissan;maxima 3.5 sv 4dr sedan;good;6 cylinders;gas;automatic;sedan;black;ar
fayetteville;11995;2014;dodge;charger;good;6 cylinders;gas;automatic;sedan;black;ar
fayetteville;11995;2011;mercedes-benz;benz e350 4matic;good;6 cylinders;gas;automatic;sedan;white;ar
fayetteville;11995;2011;acura;mdx sh awd 4dr suv;good;6 cylinders;gas;automatic;SUV;black;ar
little rock;11995;2003;ford;super duty f-250;good;8 cylinders;diesel;automatic;truck;grey;ar
bakersfield;11995;2015;nissan;altima ?;new;4 cylinders;gas;automatic;sedan;black;ca
bakersfield;11995;2015;nissan;altima ?;new;4 cylinders;gas;automatic;sedan;black;ca
chico;11995;2006;nissan;titan se;excellent;8 cylinders;gas;automatic;truck;blue;ca
chico;11995;2015;nissan;altima 3.5 sl;excellent;6 cylinders;gas;automatic;sedan;silver;ca
chico;11995;2015;kia;sportage;excellent;4 cylinders;gas;manual;SUV;white;ca
chico;11995;2016;toyota;camry;excellent;4 cylinders;gas;automatic;sedan;grey;ca
fresno / madera;11995;2007;gmc;yukon sle;good;8 cylinders;gas;automatic;SUV;black;ca
fresno / madera;11995;2014;volkswagen;jetta;excellent;4 cylinders;gas;automatic;sedan;black;ca
fresno / madera;11995;2014;ford;mustang premium;good;6 cylinders;gas;automatic;coupe;black;ca
fresno / madera;11995;2013;chevrolet;volt;excellent;4 cylinders;gas;automatic;sedan;white;ca
fresno / madera;11995;2015;kia;sportage;excellent;4 cylinders;gas;manual;SUV;white;ca
fresno / madera;11995;2016;toyota;camry;excellent;4 cylinders;gas;automatic;sedan;grey;ca
humboldt county;11995;2011;subaru;forester 2.5x premium;excellent;4 cylinders;gas;manual;SUV;white;ca
humboldt county;11995;2015;nissan;altima;excellent;4 cylinders;gas;automatic;sedan;red;ca
inland empire;11995;2016;ford;fusion hybrid;good;4 cylinders;hybrid;automatic;sedan;white;ca
los angeles;11995;2000;jeep;cherokee sport 4x4;excellent;6 cylinders;gas;automatic;SUV;grey;ca
los angeles;11995;2016;ford;fusion hybrid;good;4 cylinders;hybrid;automatic;sedan;white;ca
los angeles;11995;2016;ford;fusion hybrid;good;4 cylinders;hybrid;automatic;sedan;white;ca
phoenix;11991;2011;toyota;sienna xle;good;6 cylinders;gas;automatic;van;silver;az
phoenix;11991;2015;dodge;grand caravan sxt;good;6 cylinders;other;automatic;van;red;az
phoenix;11991;2016;jeep;patriot sport se;good;4 cylinders;gas;automatic;other;black;az
birmingham;11990;2011;audi;a3 tdi premium plus;like new;4 cylinders;diesel;automatic;sedan;black;al
birmingham;11990;2011;audi;a3 tdi premium plus;like new;4 cylinders;diesel;automatic;sedan;black;al
tucson;11990;2012;jeep;liberty;excellent;6 cylinders;gas;automatic;SUV;grey;az
tucson;11990;2007;lexus;gs 450h;excellent;6 cylinders;hybrid;automatic;sedan;silver;az
tucson;11990;2007;lexus;gs 450h;excellent;6 cylinders;hybrid;automatic;sedan;silver;az
chico;11990;2013;dodge;charger se 4dr sedan;like new;6 cylinders;gas;automatic;sedan;blue;ca
los angeles;11990;2010;volkswagen;gti;excellent;4 cylinders;gas;manual;hatchback;black;ca
gold country;11989;2007;chevrolet;silverado;excellent;6 cylinders;gas;automatic;pickup;silver;ca
fort smith;11988;2013;subaru;wrx;like new;4 cylinders;gas;manual;sedan;blue;ar
birmingham;11987;2012;lexus;ct 200h f-sport;excellent;4 cylinders;gas;automatic;hatchback;white;al
bakersfield;11975;2003;harley-davidson;davidson;excellent;8 cylinders;gas;automatic;pickup;black;ca
bakersfield;11975;2011;mercedes-benz;gl-class gl 350;excellent;6 cylinders;gas;automatic;SUV;blue;ca
bakersfield;11975;2009;ford;mustang gt;excellent;8 cylinders;gas;manual;coupe;white;ca
bakersfield;11975;2011;gmc;acadia denali;excellent;6 cylinders;gas;automatic;SUV;black;ca
inland empire;11975;2003;harley-davidson;davidson;excellent;8 cylinders;gas;automatic;pickup;black;ca
inland empire;11975;2011;mercedes-benz;gl-class gl 350;excellent;6 cylinders;gas;automatic;SUV;blue;ca
inland empire;11975;2009;ford;mustang gt;excellent;8 cylinders;gas;manual;coupe;white;ca
los angeles;11975;2003;harley-davidson;davidson;excellent;8 cylinders;gas;automatic;pickup;black;ca
los angeles;11975;2003;harley-davidson;davidson;excellent;8 cylinders;gas;automatic;pickup;black;ca
los angeles;11975;2003;harley-davidson;davidson;excellent;8 cylinders;gas;automatic;pickup;black;ca
huntsville / decatur;11950;2014;ford;focus st;good;4 cylinders;gas;manual;hatchback;red;al
mobile;11950;2012;chevrolet;tahoe;like new;8 cylinders;gas;automatic;SUV;white;al
mobile;11950;2014;honda;odyssey;excellent;6 cylinders;gas;automatic;van;grey;al
montgomery;11950;2013;bmw;328i nav sport pkg.;excellent;6 cylinders;gas;automatic;sedan;blue;al
montgomery;11950;2009;chevrolet;1500 avalanche ltz 4x4;good;8 cylinders;gas;automatic;pickup;black;al
montgomery;11950;2012;lexus;es350 nav;good;6 cylinders;gas;automatic;sedan;black;al
montgomery;11950;2009;chevrolet;1500 avalanche ltz 4x4;good;8 cylinders;gas;automatic;pickup;black;al
montgomery;11950;2013;bmw;328i nav sport pkg.;excellent;6 cylinders;gas;automatic;sedan;blue;al
montgomery;11950;2013;bmw;328i nav sport pkg.;excellent;6 cylinders;gas;automatic;sedan;blue;al
montgomery;11950;2009;chevrolet;1500 avalanche ltz 4x4;good;8 cylinders;gas;automatic;pickup;black;al
montgomery;11950;2013;bmw;328i nav sport pkg.;excellent;6 cylinders;gas;automatic;sedan;blue;al
montgomery;11950;2009;chevrolet;1500 avalanche ltz 4x4;good;8 cylinders;gas;automatic;pickup;black;al
montgomery;11950;2010;ford;f-150 xlt crew 4x4;good;8 cylinders;gas;automatic;truck;white;al
anchorage / mat-su;11950;2001;gmc;sierra 2500hd;excellent;8 cylinders;gas;automatic;truck;white;ak
anchorage / mat-su;11950;2014;subaru;outback;excellent;4 cylinders;gas;automatic;wagon;blue;ak
anchorage / mat-su;11950;2012;toyota;camry;excellent;4 cylinders;gas;automatic;sedan;blue;ak
anchorage / mat-su;11950;2012;toyota;rav4 limited;excellent;4 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;11950;2012;toyota;rav4 limited;excellent;4 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;11950;2014;subaru;outback;excellent;4 cylinders;gas;automatic;wagon;blue;ak
phoenix;11950;2011;hyundai;sonata;excellent;4 cylinders;gas;automatic;sedan;grey;az
phoenix;11950;2008;rover;sport;excellent;8 cylinders;gas;automatic;SUV;blue;az
fresno / madera;11950;2010;ford;mustang;excellent;6 cylinders;gas;manual;coupe;black;ca
fresno / madera;11950;2014;volkswagen;passat;excellent;5 cylinders;gas;automatic;sedan;white;ca
fresno / madera;11950;2015;hyundai;veloster;excellent;4 cylinders;gas;automatic;coupe;grey;ca
fresno / madera;11950;2011;chevrolet;tahoe;excellent;8 cylinders;gas;automatic;SUV;blue;ca
fresno / madera;11950;2018;nissan;sentra sv;good;4 cylinders;gas;automatic;sedan;grey;ca
fresno / madera;11950;2010;ford;mustang;excellent;6 cylinders;gas;manual;coupe;black;ca
prescott;11910;2012;chrysler;300 limited;excellent;6 cylinders;gas;automatic;sedan;grey;az
anchorage / mat-su;11900;2006;mini;cooper s;excellent;4 cylinders;gas;manual;hatchback;green;ak
mohave county;11900;2004;jeep;grand cherokee se wj;excellent;8 cylinders;gas;automatic;SUV;black;az
phoenix;11900;2013;audi;q5;excellent;6 cylinders;gas;automatic;SUV;black;az
phoenix;11900;2017;gmc;terrain slt;good;4 cylinders;gas;automatic;SUV;grey;az
tucson;11900;2008;ford;f-150;excellent;8 cylinders;gas;automatic;pickup;silver;az
tucson;11900;2008;ford;f-150;excellent;8 cylinders;gas;automatic;pickup;silver;az
tucson;11900;2008;ford;f-150;excellent;8 cylinders;gas;automatic;pickup;silver;az
tucson;11900;2008;ford;f-150;excellent;8 cylinders;gas;automatic;pickup;silver;az
fayetteville;11900;1987;ford;f-150 lariat;excellent;8 cylinders;gas;automatic;pickup;red;ar
inland empire;11900;2011;mercedes-benz;m-class;excellent;6 cylinders;gas;automatic;wagon;white;ca
inland empire;11900;2016;ford;fusion;excellent;4 cylinders;gas;automatic;sedan;black;ca
inland empire;11900;2016;nissan;sentra;excellent;4 cylinders;gas;automatic;sedan;black;ca
inland empire;11900;2003;chevrolet;suburban;excellent;8 cylinders;gas;automatic;SUV;brown;ca
inland empire;11900;2009;nissan;"titan se crew cab 5'6""";good;8 cylinders;gas;automatic;pickup;black;ca
inland empire;11900;2016;nissan;rogue sl;like new;4 cylinders;gas;automatic;SUV;black;ca
inland empire;11900;2014;bmw;320i;like new;4 cylinders;gas;automatic;sedan;grey;ca
inland empire;11900;2017;hyundai;veloster;excellent;4 cylinders;gas;automatic;hatchback;blue;ca
los angeles;11900;2009;nissan;"titan se crew cab 5'6""";good;8 cylinders;gas;automatic;pickup;black;ca
chico;11890;2017;toyota;corolla le;excellent;4 cylinders;gas;automatic;sedan;blue;ca
phoenix;11888;2016;ford;escape se;like new;4 cylinders;gas;automatic;SUV;black;az
phoenix;11884;2011;lexus;rx 350 awd;excellent;6 cylinders;gas;automatic;SUV;black;az
jonesboro;11850;2015;jeep;cherokree;good;6 cylinders;gas;automatic;SUV;grey;ar
los angeles;11850;2012;volkswagen;tiguan s suv;excellent;4 cylinders;gas;automatic;SUV;white;ca
anchorage / mat-su;11800;2006;toyota;rav4;excellent;4 cylinders;gas;automatic;SUV;custom;ak
phoenix;11800;2013;hyundai;sonata gls;excellent;4 cylinders;gas;automatic;sedan;silver;az
little rock;11800;2012;honda;accord exl;excellent;6 cylinders;gas;automatic;sedan;white;ar
little rock;11800;2012;honda;accord exl;excellent;6 cylinders;gas;automatic;sedan;white;ar
